"tipo_aeroplano","aeroporto"
"190","'AXR'"
"CRJ700","'YXY'"
"727","'RKS'"
"CRJ440","'STM'"
"MD80","'XMW'"
"707","'PCR'"
"787","'OVD'"
"170","'EAE'"
"737","'WBW'"
"757","'YUX'"
"190","'KMA'"
"787","'PCN'"
"787","'TOD'"
"757","'IGA'"
"737","'FEL'"
"A332","'BSC'"
"A320","'IBA'"
"A319","'RCA'"
"ERJ145","'HOU'"
"707","'YLL'"
"CRJ700","'DWH'"
"A321","'PMO'"
"A332","'DLE'"
"A320","'AJY'"
"787","'MLZ'"
"A320","'DVO'"
"A321","'YYZ'"
"757","'TDG'"
"767","'NZC'"
"727","'KVG'"
"CRJ700","'BAU'"
"CRJ700","'ABK'"
"170","'MWD'"
"A321","'ART'"
"707","'AVN'"
"190","'SWX'"
"CRJ100","'JQE'"
"190","'MFK'"
"CRJ440","'AFY'"
"CRJ100","'ACR'"
"190","'AFW'"
"CRJ100","'YRB'"
"ERJ145","'XJM'"
"727","'YIB'"
"A320","'VII'"
"727","'BTU'"
"757","'AUA'"
"777","'OTZ'"
"737","'CIF'"
"A320","'STM'"
"757","'VDB'"
"ERJ145","'GMO'"
"A320","'ERN'"
"170","'JZH'"
"777","'PSC'"
"MD80","'MRF'"
"A320","'GGS'"
"747","'ROD'"
"A320","'SGQ'"
"A321","'YNM'"
"ERJ145","'SNV'"
"727","'PZU'"
"727","'HRK'"
"777","'WUU'"
"A321","'KSK'"
"A320","'MJC'"
"757","'TKV'"
"A320","'KKH'"
"777","'VCL'"
"737","'IXJ'"
"CRJ700","'PBP'"
"737","'TBB'"
"170","'MJI'"
"707","'LSE'"
"170","'CVC'"
"MD80","'XPL'"
"CRJ700","'PPQ'"
"CRJ100","'BOO'"
"MD80","'HAW'"
"MD80","'BUJ'"
"747","'HTA'"
"MD80","'IZO'"
"A320","'ARU'"
"190","'MQJ'"
"A320","'SGY'"
"A319","'CKC'"
"707","'INL'"
"727","'YNA'"
"A332","'KHS'"
"707","'GTR'"
"MD80","'BWO'"
"170","'TLS'"
"A320","'HGL'"
"767","'AOH'"
"170","'TDR'"
"787","'YOO'"
"A320","'KHE'"
"727","'SDL'"
"170","'PHB'"
"MD80","'YNB'"
"787","'MXV'"
"757","'HOU'"
"747","'PCF'"
"737","'HMG'"
"767","'CMQ'"
"ERJ145","'HUZ'"
"190","'SIN'"
"767","'NOA'"
"A319","'LER'"
"CRJ440","'MFA'"
"787","'ALY'"
"190","'BXH'"
"777","'ARI'"
"727","'TAF'"
"767","'DIB'"
"A332","'SIU'"
"737","'HUX'"
"CRJ440","'ERH'"
"A319","'TCA'"
"707","'YAI'"
"170","'FCA'"
"A321","'AXA'"
"170","'BYM'"
"A321","'EUA'"
"MD80","'TRA'"
"767","'DKI'"
"A320","'DIJ'"
"757","'CAF'"
"A319","'KCK'"
"747","'LDG'"
"CRJ440","'JAR'"
"A320","'TUV'"
"A320","'OBO'"
"A320","'BWX'"
"747","'BDH'"
"747","'BRT'"
"170","'UND'"
"767","'KYI'"
"CRJ700","'PKU'"
"MD80","'GRY'"
"A332","'DJE'"
"787","'GKN'"
"ERJ145","'PPY'"
"787","'YUD'"
"737","'MRB'"
"787","'FET'"
"ERJ145","'GGG'"
"CRJ100","'ERC'"
"A321","'BYC'"
"CRJ100","'DOG'"
"A320","'EVV'"
"CRJ100","'MTZ'"
"737","'RNE'"
"707","'YIW'"
"737","'STD'"
"787","'OSS'"
"757","'JRA'"
"ERJ145","'INN'"
"170","'SGF'"
"787","'PBH'"
"757","'GRB'"
"707","'SHL'"
"A321","'RIL'"
"747","'KYP'"
"A332","'FIZ'"
"170","'TTN'"
"757","'LGD'"
"787","'NIB'"
"727","'BAH'"
"CRJ100","'YLI'"
"CRJ100","'SJD'"
"ERJ145","'ISU'"
"A321","'YQB'"
"190","'EWB'"
"A319","'ZQN'"
"CRJ440","'BKY'"
"747","'VNT'"
"777","'XVS'"
"777","'CNX'"
"CRJ440","'THL'"
"CRJ440","'STI'"
"757","'WLH'"
"A320","'TEA'"
"707","'TDR'"
"CRJ100","'GBG'"
"170","'ONT'"
"A320","'EVW'"
"707","'TMJ'"
"A321","'BZK'"
"MD80","'MGL'"
"737","'FWH'"
"777","'UTP'"
"A319","'OAS'"
"CRJ440","'ESE'"
"737","'MAM'"
"A319","'PWK'"
"767","'YSC'"
"707","'ASH'"
"CRJ100","'AAF'"
"CRJ100","'WKB'"
"CRJ700","'SFJ'"
"767","'KCH'"
"757","'CCN'"
"A320","'HLF'"
"A320","'LBY'"
"A319","'NTR'"
"CRJ700","'TRO'"
"747","'YGM'"
"MD80","'INW'"
"190","'OGZ'"
"A320","'YGZ'"
"767","'DTE'"
"CRJ100","'ULQ'"
"CRJ440","'GLI'"
"190","'CAW'"
"A320","'NZA'"
"757","'VSA'"
"787","'CEB'"
"CRJ100","'EIS'"
"777","'MMB'"
"767","'ABN'"
"767","'USI'"
"727","'CMI'"
"190","'WYA'"
"CRJ700","'SAW'"
"777","'MIV'"
"A321","'KGO'"
"A320","'FSM'"
"CRJ100","'BLR'"
"747","'HIW'"
"MD80","'YNC'"
"777","'QHR'"
"A319","'ZLO'"
"787","'XIQ'"
"CRJ440","'GAJ'"
"A321","'SXN'"
"170","'KLR'"
"747","'YUB'"
"A321","'TKQ'"
"737","'TJU'"
"170","'BBT'"
"CRJ440","'OZG'"
"727","'LMO'"
"747","'JJN'"
"A320","'GUA'"
"A320","'NAJ'"
"CRJ100","'CRA'"
"A321","'GRF'"
"767","'YLW'"
"CRJ440","'YEU'"
"MD80","'DLH'"
"707","'HOK'"
"777","'EFL'"
"747","'YSQ'"
"747","'CXI'"
"190","'CRP'"
"777","'TUP'"
"A332","'THZ'"
"757","'LWC'"
"757","'OKY'"
"737","'KMO'"
"777","'NCE'"
"CRJ100","'BDD'"
"MD80","'JGD'"
"A321","'NSY'"
"A321","'BRQ'"
"A321","'SXK'"
"CRJ440","'PLP'"
"A320","'BVY'"
"A319","'ASN'"
"A320","'INZ'"
"787","'YGZ'"
"787","'VBP'"
"777","'XKS'"
"170","'ZAO'"
"A319","'HSG'"
"767","'MNX'"
"767","'ALF'"
"ERJ145","'AHB'"
"757","'ROW'"
"170","'BNC'"
"MD80","'JRH'"
"170","'MGY'"
"757","'EGO'"
"707","'IMM'"
"A319","'ULN'"
"727","'YZV'"
"A320","'HID'"
"MD80","'LBW'"
"ERJ145","'WSZ'"
"A320","'BBN'"
"757","'HOR'"
"A332","'MVF'"
"757","'KDY'"
"190","'GOJ'"
"CRJ440","'YLH'"
"787","'MBS'"
"CRJ440","'MOU'"
"A319","'PVU'"
"ERJ145","'THR'"
"767","'REL'"
"MD80","'FKB'"
"727","'NDU'"
"A321","'RND'"
"ERJ145","'KTQ'"
"777","'MYU'"
"A332","'BKH'"
"727","'EBU'"
"A332","'GSE'"
"757","'UCT'"
"A319","'HOI'"
"A321","'SIG'"
"A320","'ACC'"
"A320","'AVB'"
"A321","'AIS'"
"727","'UET'"
"737","'LNL'"
"ERJ145","'SNF'"
"170","'DKV'"
"190","'ZBF'"
"737","'AHN'"
"777","'FAO'"
"A319","'WSY'"
"737","'MFD'"
"757","'AGX'"
"ERJ145","'RAP'"
"757","'TRG'"
"MD80","'WSY'"
"A319","'AEI'"
"787","'SKA'"
"737","'VLR'"
"747","'KAX'"
"CRJ440","'JST'"
"ERJ145","'CWC'"
"737","'VLU'"
"190","'RSS'"
"A332","'CCJ'"
"CRJ700","'NYR'"
"ERJ145","'BFS'"
"CRJ700","'FRW'"
"767","'TOP'"
"787","'PBC'"
"757","'HAK'"
"CRJ100","'TIP'"
"CRJ100","'SDM'"
"777","'AEH'"
"170","'BUW'"
"787","'ELD'"
"MD80","'KUN'"
"787","'BNC'"
"A321","'SST'"
"170","'DEM'"
"ERJ145","'GBA'"
"CRJ700","'WAM'"
"CRJ440","'FKI'"
"747","'KLF'"
"777","'PSR'"
"767","'LGS'"
"707","'SJC'"
"A319","'HKN'"
"747","'RTB'"
"757","'TNG'"
"A321","'COD'"
"CRJ440","'BFS'"
"707","'BAX'"
"CRJ100","'NPE'"
"737","'BGF'"
"A332","'GHB'"
"MD80","'CEE'"
"767","'MGJ'"
"727","'GJT'"
"777","'YGQ'"
"767","'KQT'"
"727","'CJF'"
"767","'YPX'"
"727","'ELV'"
"757","'YCS'"
"A321","'CKT'"
"787","'EFG'"
"A319","'GIF'"
"757","'SVG'"
"A321","'EPR'"
"777","'IUE'"
"747","'TLD'"
"747","'POB'"
"190","'SDJ'"
"MD80","'WNP'"
"CRJ440","'YHO'"
"190","'AAN'"
"MD80","'REN'"
"A332","'CCF'"
"A321","'HPG'"
"A321","'NRN'"
"190","'JCK'"
"727","'MWD'"
"777","'LLI'"
"A320","'LER'"
"787","'KWN'"
"737","'AQB'"
"737","'KOO'"
"170","'SGX'"
"747","'MSA'"
"A320","'OTJ'"
"170","'GSP'"
"727","'HLT'"
"190","'PIK'"
"A319","'MEE'"
"757","'ZIG'"
"707","'ZPB'"
"ERJ145","'KMW'"
"190","'OZZ'"
"787","'GUL'"
"ERJ145","'AZI'"
"190","'MSC'"
"707","'FAE'"
"737","'WDR'"
"777","'MUS'"
"CRJ100","'DGP'"
"767","'NON'"
"767","'LBY'"
"767","'OXF'"
"CRJ100","'DCI'"
"ERJ145","'KVD'"
"MD80","'DUC'"
"727","'PNI'"
"CRJ700","'BBP'"
"A321","'APF'"
"CRJ100","'HHQ'"
"190","'GDC'"
"ERJ145","'LWT'"
"CRJ700","'TEM'"
"707","'UHE'"
"727","'NUK'"
"707","'YRO'"
"CRJ700","'ADQ'"
"ERJ145","'HRO'"
"CRJ440","'AZO'"
"CRJ700","'KYS'"
"ERJ145","'BPH'"
"777","'BSL'"
"747","'YNL'"
"747","'WSY'"
"170","'SUX'"
"MD80","'SOJ'"
"737","'STJ'"
"A321","'TSL'"
"A319","'OSF'"
"A332","'JCI'"
"747","'NCO'"
"A320","'SQW'"
"777","'AAO'"
"757","'CTB'"
"737","'HGH'"
"747","'ZLO'"
"A320","'HTS'"
"787","'AAF'"
"727","'LAN'"
"707","'CHX'"
"737","'IWA'"
"787","'KIR'"
"MD80","'BTZ'"
"747","'ZIG'"
"A320","'MTZ'"
"777","'KGA'"
"757","'LLV'"
"MD80","'ADT'"
"A319","'XQC'"
"CRJ100","'TRK'"
"787","'BPF'"
"A321","'FMO'"
"787","'KNR'"
"A332","'MNM'"
"747","'SZR'"
"CRJ100","'LBQ'"
"727","'CSK'"
"707","'POA'"
"777","'SYT'"
"787","'NRB'"
"727","'AZS'"
"787","'ECP'"
"CRJ440","'JQA'"
"A332","'ZPH'"
"A319","'ZWL'"
"A320","'CZS'"
"707","'DNV'"
"A320","'MSY'"
"A321","'WFK'"
"777","'NIP'"
"MD80","'QPG'"
"777","'BNN'"
"190","'YUS'"
"A321","'TUS'"
"727","'ERS'"
"777","'BJX'"
"A320","'MRR'"
"747","'BCO'"
"MD80","'MBO'"
"A319","'CBE'"
"CRJ700","'KMN'"
"707","'NYA'"
"A321","'LSI'"
"A321","'PPN'"
"A320","'AFY'"
"757","'ECI'"
"767","'YDG'"
"CRJ440","'MYL'"
"737","'BLT'"
"A332","'QJB'"
"CRJ100","'RSU'"
"CRJ440","'MHH'"
"CRJ100","'YOA'"
"787","'MAG'"
"727","'JAL'"
"757","'BZE'"
"CRJ440","'CRI'"
"747","'TSH'"
"190","'WAM'"
"A319","'URD'"
"MD80","'GES'"
"777","'ANV'"
"CRJ440","'CVT'"
"CRJ440","'CME'"
"A319","'RAC'"
"A332","'KLS'"
"A319","'JBQ'"
"CRJ100","'SMN'"
"787","'TNE'"
"757","'IDR'"
"747","'SSA'"
"170","'MBG'"
"CRJ100","'VBS'"
"767","'BPM'"
"CRJ700","'WMP'"
"737","'MGM'"
"A319","'LSC'"
"787","'NGS'"
"747","'KYD'"
"747","'EDD'"
"747","'FSD'"
"A321","'SMI'"
"MD80","'VDE'"
"A320","'YZW'"
"190","'HGN'"
"777","'LIR'"
"170","'AUH'"
"A321","'ELU'"
"A320","'MAZ'"
"757","'SCK'"
"ERJ145","'LPS'"
"CRJ100","'CFR'"
"727","'BRQ'"
"A321","'YGH'"
"A319","'TME'"
"757","'YAH'"
"CRJ440","'CLV'"
"MD80","'FLG'"
"767","'WGE'"
"777","'ULH'"
"A320","'ALY'"
"777","'GBT'"
"A319","'ACD'"
"CRJ440","'ACI'"
"727","'HAS'"
"CRJ100","'EOI'"
"190","'NIP'"
"ERJ145","'THX'"
"767","'LAK'"
"CRJ700","'DAX'"
"CRJ440","'SHM'"
"737","'OMS'"
"767","'TUB'"
"A320","'CEJ'"
"A319","'GFF'"
"737","'LBQ'"
"727","'BJX'"
"190","'CLV'"
"707","'YGO'"
"ERJ145","'JAN'"
"A320","'YFH'"
"707","'PKV'"
"MD80","'NTE'"
"190","'KLM'"
"MD80","'PNQ'"
"CRJ700","'PUD'"
"707","'DAT'"
"A321","'UVA'"
"ERJ145","'VDA'"
"787","'LTM'"
"A332","'NGD'"
"707","'TGA'"
"777","'BBG'"
"757","'DLI'"
"A321","'WUX'"
"787","'SEM'"
"767","'OVD'"
"777","'PRY'"
"737","'JHB'"
"747","'IXU'"
"777","'MJV'"
"ERJ145","'LRR'"
"170","'AUU'"
"CRJ440","'CRQ'"
"170","'CVQ'"
"CRJ700","'LPU'"
"707","'CYT'"
"A320","'HIA'"
"CRJ100","'TWT'"
"190","'QSN'"
"170","'NCN'"
"787","'BFV'"
"ERJ145","'RKH'"
"A320","'BHO'"
"727","'IFO'"
"757","'KAG'"
"767","'CEE'"
"A319","'KSF'"
"727","'PNY'"
"757","'TEA'"
"A319","'OVA'"
"787","'FRJ'"
"ERJ145","'MTS'"
"A320","'ACR'"
"190","'TPS'"
"777","'GIG'"
"707","'MDK'"
"CRJ100","'IWK'"
"787","'LPS'"
"787","'GAL'"
"707","'NAG'"
"CRJ100","'EUQ'"
"737","'PWE'"
"190","'INW'"
"767","'BQK'"
"747","'HHR'"
"707","'SKY'"
"A320","'ZTU'"
"170","'DKS'"
"170","'TNJ'"
"727","'TSH'"
"777","'SKE'"
"A332","'KNP'"
"CRJ100","'DWB'"
"MD80","'SST'"
"757","'WSN'"
"747","'HZL'"
"757","'DBV'"
"CRJ700","'SGN'"
"MD80","'NTR'"
"727","'NCE'"
"190","'CCR'"
"ERJ145","'LYB'"
"787","'DLY'"
"777","'OSU'"
"747","'OER'"
"767","'PPK'"
"CRJ440","'PRG'"
"A332","'HIW'"
"CRJ100","'GPI'"
"747","'OLC'"
"CRJ440","'BTM'"
"707","'TGO'"
"727","'TMC'"
"ERJ145","'SAC'"
"737","'GDX'"
"A319","'HGS'"
"190","'TPC'"
"A320","'IKI'"
"170","'PZI'"
"A332","'LIM'"
"170","'LDE'"
"737","'LEA'"
"777","'VIG'"
"707","'GNV'"
"727","'PVH'"
"787","'YVG'"
"CRJ700","'ZYL'"
"707","'BWI'"
"787","'PDU'"
"727","'SRX'"
"767","'KSZ'"
"787","'BYO'"
"CRJ100","'SXI'"
"737","'RIS'"
"707","'PBG'"
"A319","'SLL'"
"A332","'KNG'"
"190","'CXI'"
"777","'GDQ'"
"737","'LAQ'"
"737","'ZYI'"
"A320","'TLN'"
"CRJ100","'ALN'"
"707","'GUW'"
"737","'IGB'"
"A321","'PNI'"
"A320","'GML'"
"170","'LNE'"
"A332","'YMS'"
"A320","'EYP'"
"CRJ440","'NSE'"
"777","'LHG'"
"A319","'EKT'"
"A321","'GMD'"
"777","'KUA'"
"737","'BKE'"
"MD80","'SOW'"
"190","'KUF'"
"727","'EBB'"
"787","'VVZ'"
"A319","'BPY'"
"190","'ERN'"
"A319","'OGB'"
"170","'BBD'"
"737","'KTA'"
"787","'CES'"
"A319","'LZO'"
"A320","'ORH'"
"757","'LSH'"
"190","'KHN'"
"A332","'SVL'"
"ERJ145","'IFO'"
"747","'AVN'"
"707","'CDU'"
"A332","'BLB'"
"747","'ICC'"
"747","'ILP'"
"767","'PBJ'"
"CRJ100","'OBU'"
"A319","'YWG'"
"777","'CAC'"
"787","'CAN'"
"A321","'CED'"
"777","'DTI'"
"170","'FKI'"
"190","'FTU'"
"767","'AES'"
"777","'NOD'"
"A332","'MEL'"
"787","'NAM'"
"A321","'YPC'"
"707","'MEU'"
"A320","'WMX'"
"CRJ700","'LUO'"
"CRJ440","'RDN'"
"190","'MVA'"
"727","'VBS'"
"190","'YDB'"
"787","'OLP'"
"727","'LPA'"
"MD80","'JXA'"
"CRJ440","'JDF'"
"727","'UNA'"
"CRJ100","'BPL'"
"777","'MCS'"
"A319","'BRX'"
"CRJ700","'LSH'"
"767","'MFM'"
"CRJ440","'NEG'"
"A321","'AQJ'"
"190","'ANB'"
"A320","'CPT'"
"190","'ONX'"
"CRJ700","'RAK'"
"737","'CJF'"
"767","'AGJ'"
"A320","'VUS'"
"CRJ700","'MIE'"
"170","'GEX'"
"767","'BWA'"
"CRJ700","'MVV'"
"707","'NUW'"
"ERJ145","'GMZ'"
"A319","'ADT'"
"CRJ100","'GDE'"
"787","'LFR'"
"A320","'PFJ'"
"767","'AGA'"
"A319","'MNF'"
"727","'XGR'"
"A321","'TIV'"
"A320","'BUP'"
"777","'LUX'"
"727","'TNA'"
"777","'BUD'"
"737","'FTA'"
"170","'TLD'"
"MD80","'BNI'"
"757","'BUL'"
"190","'MEX'"
"CRJ440","'BQG'"
"727","'ROT'"
"170","'GON'"
"CRJ440","'RMS'"
"A321","'ONO'"
"727","'KMO'"
"787","'GYE'"
"CRJ440","'HNM'"
"737","'MWA'"
"747","'BOY'"
"707","'TSY'"
"777","'BOY'"
"170","'GBK'"
"757","'INO'"
"767","'UGC'"
"A319","'TCG'"
"170","'TCA'"
"190","'ADP'"
"A321","'BOJ'"
"767","'PAP'"
"757","'PCS'"
"767","'VDM'"
"767","'KBV'"
"A320","'LAN'"
"747","'ZKP'"
"170","'KEY'"
"CRJ440","'KRR'"
"A319","'FLD'"
"757","'BSO'"
"737","'BHW'"
"CRJ700","'SMS'"
"CRJ700","'GNZ'"
"A332","'NWA'"
"CRJ440","'PSP'"
"A321","'PPC'"
"A319","'SGD'"
"190","'SGI'"
"777","'EVW'"
"A320","'FYV'"
"A332","'TUL'"
"ERJ145","'GDQ'"
"A321","'NUL'"
"787","'YCE'"
"707","'VIN'"
"787","'ZNA'"
"707","'BEB'"
"CRJ440","'GER'"
"A332","'NZY'"
"170","'XNN'"
"ERJ145","'FAF'"
"ERJ145","'POX'"
"ERJ145","'KGS'"
"CRJ700","'EGX'"
"A320","'SAW'"
"CRJ440","'TNF'"
"MD80","'ZEC'"
"CRJ440","'PHD'"
"A319","'VNY'"
"170","'XCH'"
"777","'DRB'"
"A320","'SVP'"
"MD80","'HMA'"
"767","'MCV'"
"190","'SCT'"
"747","'LBV'"
"190","'MFQ'"
"707","'BEI'"
"A320","'TFN'"
"777","'TWZ'"
"757","'HOK'"
"CRJ700","'LSV'"
"707","'BJA'"
"A320","'RNT'"
"190","'BUN'"
"A332","'RBD'"
"A321","'KNX'"
"A332","'BSJ'"
"707","'VRE'"
"A321","'RAM'"
"A319","'HDS'"
"A319","'NDY'"
"737","'RPN'"
"777","'GIZ'"
"747","'VAA'"
"A319","'YIV'"
"767","'FAZ'"
"CRJ440","'FRW'"
"CRJ440","'HSN'"
"767","'MOT'"
"CRJ440","'CTY'"
"707","'BVB'"
"170","'YPD'"
"CRJ440","'YXD'"
"A332","'TOD'"
"ERJ145","'IXD'"
"747","'KZC'"
"CRJ700","'PSA'"
"CRJ100","'CIJ'"
"787","'GSJ'"
"CRJ440","'RNJ'"
"CRJ100","'HGU'"
"A321","'PUU'"
"747","'KHG'"
"757","'LPF'"
"A332","'POP'"
"CRJ440","'KMX'"
"170","'AGV'"
"747","'SQR'"
"757","'DXR'"
"190","'APK'"
"ERJ145","'DNV'"
"ERJ145","'EIY'"
"767","'DEM'"
"747","'SBW'"
"A332","'IVL'"
"CRJ440","'MYQ'"
"767","'IXM'"
"MD80","'EKS'"
"787","'LDN'"
"727","'ACY'"
"CRJ440","'IAH'"
"787","'TTD'"
"727","'EKN'"
"767","'EPA'"
"A332","'IXZ'"
"727","'JTY'"
"CRJ440","'HVD'"
"A332","'SKT'"
"ERJ145","'ASP'"
"757","'KFA'"
"A320","'REC'"
"787","'TOB'"
"ERJ145","'WHK'"
"ERJ145","'NYE'"
"757","'CRW'"
"CRJ100","'BSG'"
"ERJ145","'WUH'"
"170","'LIO'"
"707","'CIX'"
"170","'DAV'"
"A319","'PDL'"
"767","'GMU'"
"737","'MZB'"
"A332","'REX'"
"CRJ100","'JER'"
"190","'RHI'"
"707","'SSJ'"
"MD80","'UEO'"
"757","'GNR'"
"CRJ700","'DEE'"
"A320","'YYL'"
"MD80","'INL'"
"170","'BBR'"
"707","'OXC'"
"CRJ440","'DKK'"
"787","'LBY'"
"707","'MUA'"
"787","'ULB'"
"170","'ORB'"
"CRJ700","'SHG'"
"737","'IBR'"
"777","'ZMT'"
"777","'BGO'"
"CRJ440","'POR'"
"787","'UGN'"
"170","'GVN'"
"190","'ABI'"
"170","'MQT'"
"A319","'PGA'"
"CRJ440","'AZS'"
"CRJ440","'MRU'"
"757","'LBC'"
"CRJ440","'OGZ'"
"757","'YSF'"
"170","'GTI'"
"170","'RNE'"
"747","'AYT'"
"757","'DLC'"
"A319","'GCH'"
"777","'CBT'"
"757","'IMM'"
"757","'KOA'"
"A332","'KLF'"
"707","'KGE'"
"MD80","'OMS'"
"A320","'KIK'"
"CRJ440","'MNH'"
"170","'CNR'"
"CRJ100","'SAY'"
"707","'TRA'"
"A321","'PLS'"
"727","'LUH'"
"CRJ700","'SLX'"
"CRJ100","'RDS'"
"CRJ440","'RTB'"
"707","'MYQ'"
"707","'BDA'"
"CRJ100","'YXN'"
"737","'BOW'"
"A319","'TOB'"
"A321","'CEF'"
"767","'DAD'"
"CRJ440","'KCZ'"
"A320","'HHN'"
"CRJ440","'HWN'"
"757","'GOO'"
"A321","'JHW'"
"727","'OAJ'"
"ERJ145","'RDP'"
"A332","'MFA'"
"767","'YVZ'"
"727","'PSL'"
"CRJ100","'BLQ'"
"MD80","'HDY'"
"CRJ700","'PIB'"
"707","'KEN'"
"757","'WEF'"
"737","'BUD'"
"767","'KGP'"
"CRJ700","'VDI'"
"A320","'HVA'"
"A332","'SFZ'"
"707","'TID'"
"A320","'YTH'"
"MD80","'TGI'"
"727","'ERD'"
"CRJ700","'YSB'"
"MD80","'CHY'"
"747","'MGA'"
"707","'GAH'"
"CRJ440","'ISL'"
"767","'PBP'"
"747","'NBO'"
"CRJ100","'GMA'"
"707","'BQT'"
"777","'BHV'"
"170","'YKY'"
"727","'AOE'"
"787","'SOT'"
"170","'KPS'"
"A332","'SMI'"
"CRJ100","'ELT'"
"707","'MAU'"
"CRJ100","'WIR'"
"A320","'GLU'"
"CRJ440","'NDU'"
"747","'VAI'"
"A320","'LDE'"
"190","'LOT'"
"737","'YRV'"
"777","'IXK'"
"A319","'CPA'"
"707","'SVG'"
"A321","'WCH'"
"A332","'BMX'"
"CRJ700","'SQW'"
"ERJ145","'YIP'"
"A332","'LCH'"
"A319","'YCU'"
"A321","'TJV'"
"190","'MUO'"
"ERJ145","'BFV'"
"A332","'CJS'"
"747","'KGE'"
"ERJ145","'ACH'"
"A332","'SOW'"
"CRJ440","'TJK'"
"757","'CMH'"
"ERJ145","'TPN'"
"A332","'PVO'"
"737","'RLK'"
"A320","'CHA'"
"767","'BLZ'"
"MD80","'LTA'"
"727","'SIP'"
"727","'DWH'"
"787","'ZWA'"
"CRJ700","'YAH'"
"737","'YMH'"
"170","'GDN'"
"A320","'TTE'"
"MD80","'OBN'"
"787","'WRB'"
"MD80","'KEJ'"
"777","'BJA'"
"727","'LLE'"
"A319","'PJG'"
"170","'SQW'"
"170","'WBM'"
"CRJ700","'BVE'"
"190","'NHZ'"
"CRJ100","'ING'"
"767","'YKL'"
"767","'SYS'"
"A321","'LMM'"
"757","'SLU'"
"747","'KRI'"
"170","'MTM'"
"CRJ440","'SQH'"
"767","'BLH'"
"A332","'SRX'"
"A321","'PBR'"
"170","'BGC'"
"CRJ100","'CTB'"
"747","'SBU'"
"787","'OSY'"
"170","'PMA'"
"737","'LCQ'"
"CRJ100","'ORL'"
"A332","'YZT'"
"A332","'VGD'"
"MD80","'TDJ'"
"747","'MAO'"
"CRJ440","'FLL'"
"CRJ100","'NYU'"
"707","'AGH'"
"170","'SAA'"
"A332","'BFU'"
"707","'USH'"
"CRJ100","'BAT'"
"MD80","'KWJ'"
"ERJ145","'JKH'"
"787","'BFD'"
"737","'SOD'"
"757","'ZFA'"
"A320","'FRE'"
"MD80","'YCH'"
"CRJ440","'HOA'"
"ERJ145","'RPM'"
"CRJ100","'RUD'"
"707","'VIY'"
"A332","'BUF'"
"A319","'YCW'"
"767","'TMJ'"
"727","'SAW'"
"707","'YFE'"
"A320","'LPC'"
"190","'OER'"
"727","'PIF'"
"767","'FSM'"
"ERJ145","'RAB'"
"190","'SOU'"
"ERJ145","'SKP'"
"767","'KDO'"
"MD80","'BRI'"
"190","'ZHY'"
"A320","'JTR'"
"747","'DIR'"
"747","'WPC'"
"CRJ100","'TUR'"
"787","'LAM'"
"A319","'CIY'"
"747","'YVV'"
"727","'LSY'"
"787","'YHP'"
"CRJ100","'BKE'"
"CRJ440","'YJF'"
"737","'RFS'"
"767","'IKL'"
"707","'CFE'"
"CRJ700","'GST'"
"A332","'MEG'"
"777","'CAJ'"
"747","'BSC'"
"707","'KYU'"
"190","'SFB'"
"A320","'TBT'"
"MD80","'SQW'"
"727","'HUA'"
"747","'SIA'"
"190","'PVU'"
"747","'LEW'"
"190","'SFH'"
"747","'VLV'"
"190","'NRR'"
"CRJ100","'SMI'"
"A321","'LUG'"
"A320","'VBV'"
"190","'ACV'"
"737","'CWJ'"
"ERJ145","'OSC'"
"A319","'CYZ'"
"777","'LAS'"
"190","'VDM'"
"A332","'DME'"
"727","'BUQ'"
"190","'JKH'"
"757","'PPY'"
"MD80","'SKH'"
"ERJ145","'ERN'"
"767","'CWL'"
"CRJ700","'BVS'"
"A321","'CNC'"
"A332","'RHO'"
"757","'KOC'"
"747","'ACY'"
"777","'YIH'"
"ERJ145","'ULQ'"
"787","'SUI'"
"747","'IMB'"
"787","'ASV'"
"787","'TLX'"
"787","'YSY'"
"787","'NQN'"
"757","'QJI'"
"CRJ100","'ENY'"
"727","'BOA'"
"ERJ145","'CIS'"
"MD80","'NIS'"
"737","'KNF'"
"MD80","'CNP'"
"CRJ100","'PHY'"
"707","'ULK'"
"A332","'ONT'"
"MD80","'IJK'"
"A321","'SEK'"
"707","'USR'"
"A321","'EEN'"
"ERJ145","'PLZ'"
"A332","'WMC'"
"CRJ700","'IMK'"
"A320","'KGE'"
"707","'PGF'"
"170","'ZLO'"
"747","'RPB'"
"707","'WYA'"
"CRJ100","'KZF'"
"A321","'PLU'"
"A332","'OEL'"
"737","'XMW'"
"787","'YHN'"
"777","'UVE'"
"787","'PTG'"
"777","'BBS'"
"747","'BUW'"
"ERJ145","'IXM'"
"707","'LFI'"
"170","'PZU'"
"190","'KUD'"
"CRJ100","'ORW'"
"A321","'ZKE'"
"ERJ145","'JMJ'"
"CRJ100","'SJY'"
"747","'SME'"
"CRJ700","'ZIX'"
"MD80","'YAS'"
"A332","'OGU'"
"737","'KOC'"
"CRJ100","'NNM'"
"737","'MYY'"
"A332","'MQF'"
"767","'ECV'"
"787","'SJZ'"
"MD80","'MIS'"
"CRJ700","'ABL'"
"MD80","'JPR'"
"CRJ100","'NZL'"
"707","'ZIN'"
"707","'PES'"
"767","'TGO'"
"CRJ440","'ORX'"
"707","'GIZ'"
"727","'ESD'"
