"tratta","data_istanza","aeroplano","numero_posti_rimanenti"
"T45","2020-07-24","AP50",38
"T22","1991-09-09","AP302",18
"T30","1998-12-20","AP106",231
"T10","2000-10-26","AP639",98
"T38","2014-04-02","AP306",88
"T36","1992-02-14","AP972",14
"T30","2015-06-02","AP213",2
"T27","2012-12-25","AP415",23
"T38","1992-02-14","AP743",31
"T46","2006-12-03","AP8",43
"T21","1990-11-23","AP116",17
"T19","1991-08-16","AP462",3
"T4","2017-11-03","AP363",16
"T13","1992-07-13","AP556",13
"T33","1991-03-13","AP205",127
"T11","2005-03-27","AP353",115
"T1","2015-10-05","AP448",68
"T38","1992-08-05","AP297",1
"T35","2009-07-12","AP635",268
"T32","2008-10-26","AP825",27
"T6","1999-05-06","AP559",18
"T14","1990-08-28","AP957",7
"T14","2012-06-01","AP576",16
"T48","1996-11-09","AP958",2
"T17","2016-01-02","AP554",19
"T47","2012-06-29","AP747",36
"T11","2016-12-28","AP263",33
"T3","1990-10-24","AP569",11
"T8","1999-11-21","AP239",47
"T35","2018-04-15","AP143",13
"T41","2018-02-16","AP217",38
"T21","2014-04-28","AP112",64
"T36","1997-01-06","AP22",45
"T50","2016-09-24","AP255",40
"T22","2012-07-20","AP790",60
"T34","2009-06-11","AP487",97
"T11","2006-08-22","AP360",22
"T42","2013-12-31","AP962",10
"T26","1991-04-03","AP937",1
"T16","2016-03-02","AP804",60
"T36","2015-08-24","AP349",33
"T3","2006-06-04","AP44",145
"T44","2010-11-22","AP138",8
"T21","2001-06-25","AP848",24
"T9","2005-02-16","AP939",4
"T32","1994-10-30","AP437",38
"T5","2016-10-21","AP953",12
"T49","2001-09-07","AP400",323
"T11","1994-07-24","AP605",44
"T3","1996-02-10","AP812",227
"T28","1999-06-15","AP657",15
"T10","2001-09-18","AP294",15
"T20","2006-08-14","AP304",8
"T47","1993-02-01","AP245",9
"T16","2010-05-06","AP780",63
"T10","2002-03-14","AP247",17
"T36","2012-11-13","AP782",120
"T29","2008-11-25","AP617",13
"T18","2018-05-16","AP162",34
"T31","1994-10-30","AP521",52
"T27","2017-10-07","AP390",8
"T5","1994-06-16","AP444",38
"T3","2017-08-11","AP583",30
"T46","2000-03-16","AP52",31
"T14","2005-07-05","AP263",10
"T50","2018-04-17","AP204",72
"T2","2003-09-13","AP811",109
"T19","2019-10-04","AP418",66
"T19","2011-09-29","AP515",27
"T32","1996-05-07","AP181",98
"T14","2013-08-16","AP300",26
"T49","2000-11-17","AP457",28
"T48","2014-06-22","AP49",175
"T13","2011-01-14","AP854",13
"T43","1995-09-25","AP781",215
"T34","2014-05-01","AP115",95
"T22","2004-12-05","AP449",18
"T29","2001-03-16","AP301",10
"T20","2015-02-08","AP193",29
"T46","2003-03-28","AP243",36
"T20","2000-01-09","AP307",44
"T18","1997-06-17","AP410",10
"T19","2015-08-28","AP421",47
"T41","1999-04-19","AP230",54
"T25","2008-02-23","AP71",72
"T1","2016-10-13","AP273",11
"T47","2015-02-16","AP474",166
"T27","1996-12-15","AP83",3
"T2","2018-09-24","AP885",3
"T30","2000-08-13","AP35",21
"T13","2010-12-14","AP475",39
"T3","2000-10-25","AP248",6
"T42","2020-11-30","AP390",13
"T27","2000-11-26","AP359",72
"T23","2010-11-14","AP612",24
"T22","1991-04-06","AP185",26
"T47","2020-08-02","AP339",18
"T38","1998-02-06","AP346",13
"T27","2019-09-01","AP915",91
"T3","1995-08-04","AP119",11
"T14","2014-12-02","AP190",57
"T10","2019-05-06","AP586",96
"T28","1995-07-06","AP278",85
"T18","1996-08-09","AP87",20
"T13","1991-02-18","AP413",12
"T46","1996-11-03","AP145",50
"T10","2001-12-20","AP371",28
"T50","1996-09-03","AP743",18
"T14","2017-12-18","AP342",60
"T3","1991-04-29","AP830",54
"T21","2005-09-15","AP953",7
"T38","2009-04-04","AP514",20
"T46","2002-10-26","AP301",63
"T34","2009-12-14","AP118",135
"T13","2016-05-09","AP539",82
"T19","1990-04-04","AP67",56
"T6","2012-12-08","AP83",13
"T14","1998-01-28","AP284",24
"T44","1999-01-31","AP767",45
"T22","2007-12-09","AP755",18
"T49","1991-07-29","AP430",43
"T43","2001-03-24","AP748",108
"T17","2018-07-02","AP764",29
"T11","1997-07-17","AP362",143
"T26","2011-07-09","AP628",70
"T19","1999-03-23","AP302",23
"T50","2019-12-11","AP164",2
"T22","1998-04-13","AP995",4
"T41","1996-03-18","AP889",238
"T6","1990-11-04","AP747",87
"T16","1990-11-02","AP735",77
"T33","2019-04-09","AP558",69
"T1","2020-10-13","AP593",52
"T1","2011-02-07","AP1",4
"T25","2011-12-22","AP691",140
"T29","1992-05-17","AP463",107
"T30","2013-02-01","AP949",169
"T13","2003-04-29","AP673",100
"T37","2009-01-10","AP770",151
"T41","1993-01-15","AP762",61
"T13","2017-07-26","AP787",10
"T32","2020-03-11","AP556",30
"T42","2001-01-17","AP990",41
"T45","2008-03-01","AP732",18
"T9","1993-05-31","AP950",53
"T41","2000-05-20","AP50",18
"T24","2007-06-19","AP607",86
"T23","2002-01-26","AP661",3
"T44","2018-10-27","AP951",20
"T18","1999-06-12","AP642",116
"T13","1999-11-22","AP694",9
"T23","2001-11-12","AP34",30
"T22","1997-03-09","AP360",6
"T4","2005-08-25","AP847",10
"T39","1998-06-13","AP655",39
"T40","2017-10-04","AP37",9
"T9","2012-04-17","AP863",67
"T44","2004-12-29","AP985",115
"T45","1995-04-25","AP727",54
"T26","2018-10-22","AP305",33
"T38","2006-01-01","AP324",1
"T34","2012-08-30","AP242",19
"T29","2009-06-28","AP793",491
"T19","1999-08-13","AP589",15
"T28","2018-12-06","AP288",83
"T36","1998-03-15","AP558",62
"T30","2010-02-20","AP269",143
"T1","2020-08-03","AP736",22
"T11","2007-02-15","AP139",17
"T28","2008-09-24","AP336",139
"T46","1996-10-15","AP969",20
"T36","2020-07-15","AP505",1
"T49","1991-10-05","AP210",19
"T50","2020-02-19","AP432",58
"T34","2017-06-26","AP991",90
"T43","2020-04-02","AP286",5
"T7","2016-09-29","AP105",247
"T12","2005-05-22","AP955",32
"T29","1991-09-05","AP903",21
"T48","2009-04-21","AP47",2
"T26","2018-12-25","AP609",36
"T35","1992-09-01","AP684",124
"T32","2009-10-22","AP15",33
"T18","2017-06-21","AP719",31
"T34","1990-11-29","AP869",111
"T38","2015-09-09","AP828",114
"T25","2015-09-17","AP401",45
"T22","2009-03-22","AP946",57
"T9","1992-02-18","AP981",28
"T44","2010-05-22","AP292",18
"T13","2016-03-14","AP315",49
"T10","1995-04-03","AP353",125
"T31","2008-11-11","AP481",122
"T37","2018-05-29","AP431",189
"T2","2008-09-07","AP233",133
"T4","2020-04-20","AP638",234
"T12","2009-09-24","AP876",80
"T32","1995-07-06","AP410",29
"T33","2019-03-09","AP517",11
"T29","2020-12-29","AP608",52
"T37","2010-06-04","AP851",13
"T19","2018-04-10","AP622",58
"T1","2014-05-21","AP879",133
"T7","2001-08-29","AP109",137
"T40","2018-05-13","AP553",53
"T48","2002-02-10","AP137",57
"T8","2015-12-19","AP53",49
"T18","2018-02-17","AP869",192
"T7","1999-01-24","AP759",138
"T48","2009-02-21","AP438",59
"T22","1999-10-26","AP699",75
"T48","1999-07-04","AP550",271
"T43","2010-06-18","AP468",61
"T38","1991-12-08","AP57",24
"T23","1992-10-29","AP39",27
"T28","2016-11-01","AP81",53
"T22","2007-01-19","AP559",26
"T45","2010-02-10","AP661",115
"T30","1990-06-24","AP587",128
"T46","2016-01-08","AP63",20
"T30","1995-11-07","AP618",25
"T46","1994-07-14","AP847",3
"T4","2007-03-29","AP535",131
"T9","2002-04-09","AP804",18
"T18","2012-05-01","AP817",113
"T25","2003-07-27","AP921",47
"T2","1996-02-20","AP335",145
"T20","2020-05-19","AP831",13
"T3","2001-11-06","AP125",1
"T9","1990-04-27","AP310",85
"T38","1993-06-12","AP16",24
"T8","2013-03-24","AP151",32
"T50","2003-05-10","AP924",55
"T29","1990-04-20","AP377",27
"T41","2009-07-30","AP823",19
"T48","1995-03-25","AP596",46
"T6","1995-08-04","AP543",177
"T28","2001-09-26","AP936",213
"T45","1998-01-31","AP687",13
"T6","1994-07-08","AP498",54
"T37","2013-04-07","AP751",30
"T38","2010-06-21","AP908",64
"T9","2012-08-24","AP880",26
"T4","2001-11-20","AP154",2
"T17","2016-09-18","AP701",16
"T14","1990-08-14","AP898",17
"T23","2002-04-23","AP365",276
"T12","2007-04-10","AP776",16
"T12","2015-05-31","AP839",100
"T31","2014-08-18","AP599",140
"T4","2001-01-02","AP381",74
"T24","1999-04-21","AP375",228
"T17","2013-10-20","AP772",34
"T38","2010-04-21","AP395",3
"T41","2006-09-30","AP208",19
"T8","2015-02-19","AP527",95
"T40","1994-02-07","AP625",30
"T49","2000-12-14","AP486",221
"T12","1992-06-03","AP944",31
"T48","2008-01-20","AP630",81
"T8","1991-04-01","AP361",117
"T29","1994-09-14","AP426",42
"T31","2010-07-03","AP22",18
"T45","2009-03-02","AP885",10
"T18","2018-03-14","AP819",13
"T44","1993-02-25","AP595",5
"T36","2016-06-13","AP832",4
"T1","2017-03-21","AP359",115
"T30","2002-12-05","AP366",128
"T50","2013-05-12","AP632",66
"T29","2006-03-15","AP243",10
"T18","2013-02-03","AP647",62
"T49","2005-09-22","AP701",9
"T12","2012-10-01","AP629",350
"T7","2001-04-13","AP974",32
"T15","1991-10-23","AP491",74
"T34","2002-01-18","AP83",7
"T25","2010-04-16","AP653",77
"T2","2001-08-03","AP482",62
"T15","2009-04-16","AP596",44
"T23","1995-10-17","AP446",103
"T5","1991-10-06","AP985",281
"T15","1998-03-10","AP56",152
"T47","2003-09-16","AP894",67
"T13","1998-10-06","AP84",12
"T31","2019-09-14","AP33",89
"T31","2012-01-31","AP213",29
"T20","2006-09-01","AP892",8
"T19","2016-09-08","AP110",79
"T7","1995-09-28","AP380",218
"T23","2010-05-19","AP1000",90
"T2","2014-02-06","AP133",227
"T31","2010-06-29","AP821",76
"T18","1997-09-18","AP345",33
"T28","2020-10-01","AP690",2
"T35","1995-09-30","AP13",31
"T2","1991-10-15","AP65",50
"T41","1992-11-17","AP612",20
"T9","2011-10-02","AP267",128
"T16","1995-08-31","AP544",36
"T49","2008-09-24","AP213",6
"T5","2016-11-07","AP993",2
"T10","1996-03-09","AP460",46
"T38","2000-03-04","AP381",64
"T24","2001-01-12","AP22",17
"T34","2018-08-23","AP646",167
"T4","1992-05-24","AP54",158
"T10","1998-03-18","AP839",77
"T28","1996-04-02","AP155",5
"T36","2014-02-01","AP623",36
"T11","2006-11-27","AP325",18
"T49","1993-07-07","AP859",12
"T11","2003-01-28","AP610",4
"T43","2018-08-27","AP354",77
"T48","2001-07-13","AP877",65
"T28","1996-05-24","AP439",37
"T14","2010-10-26","AP508",20
"T43","1998-04-11","AP583",124
"T21","2018-02-19","AP965",355
"T48","1992-11-18","AP605",76
"T38","2019-06-05","AP61",16
"T21","2001-10-13","AP908",6
"T36","1994-01-19","AP618",1
"T38","2001-04-25","AP978",51
"T50","1997-06-07","AP279",2
"T27","2003-02-06","AP482",45
"T2","2016-05-08","AP682",62
"T35","1994-09-27","AP667",44
"T36","2000-09-21","AP776",78
"T32","2015-08-12","AP620",20
"T27","2009-02-01","AP660",23
"T21","2019-04-09","AP616",106
"T12","1999-04-12","AP493",48
"T21","1998-06-30","AP302",37
"T42","2000-11-02","AP197",4
"T33","1994-01-09","AP421",75
"T40","1992-02-27","AP690",43
"T24","2019-09-04","AP470",35
"T48","2001-11-17","AP151",18
"T17","1994-03-08","AP94",21
"T22","1999-04-13","AP679",50
"T17","2001-06-08","AP291",49
"T11","1998-08-29","AP15",18
"T21","2001-03-18","AP102",20
"T12","2001-04-21","AP20",3
"T10","2010-01-12","AP578",79
"T30","2017-06-10","AP584",108
"T6","1992-09-16","AP392",12
"T8","2013-08-31","AP592",32
"T12","2001-12-24","AP547",15
"T23","2002-06-13","AP686",37
"T42","2005-08-04","AP714",7
"T11","1998-05-12","AP436",110
"T31","2006-06-04","AP687",38
"T17","1999-04-25","AP278",37
"T14","1991-02-13","AP722",36
"T19","2008-04-14","AP425",81
"T29","2002-05-01","AP335",127
"T18","1993-02-24","AP39",30
"T39","2008-11-26","AP84",36
"T23","1994-09-21","AP380",184
"T44","2019-03-29","AP769",19
"T41","2010-12-04","AP560",65
"T38","1996-08-15","AP923",1
"T41","1994-03-20","AP390",6
"T35","2010-11-30","AP474",144
"T20","2007-08-15","AP233",183
"T20","1993-05-03","AP407",14
"T45","1999-11-03","AP640",110
"T13","1996-05-31","AP61",3
"T8","2011-06-14","AP369",115
"T48","2008-09-30","AP588",4
"T38","1995-02-03","AP145",56
"T36","2018-08-08","AP405",37
"T23","2006-04-25","AP874",15
"T30","1996-12-16","AP740",70
"T29","2019-09-16","AP353",93
"T50","2002-09-28","AP184",2
"T41","1997-07-07","AP276",16
"T41","2013-07-10","AP949",73
"T23","2007-12-18","AP811",75
"T1","2019-02-15","AP769",133
"T37","1992-08-27","AP748",112
"T29","1996-06-13","AP365",84
"T26","2003-10-30","AP603",34
"T35","2009-04-14","AP118",103
"T31","1994-12-15","AP190",41
"T17","1993-02-15","AP57",3
"T32","2014-08-13","AP894",27
"T33","2018-02-22","AP447",25
"T15","2001-08-28","AP926",21
"T20","2001-05-06","AP520",49
"T34","1992-10-12","AP688",270
"T22","1993-06-17","AP382",167
"T22","2017-09-26","AP630",223
"T47","2017-11-05","AP480",375
"T16","1995-12-05","AP764",3
"T33","1991-08-16","AP40",105
"T1","2019-01-29","AP184",10
"T46","1999-07-01","AP711",44
"T44","1994-08-15","AP768",34
"T2","1994-06-06","AP158",166
"T29","2001-07-14","AP500",74
"T6","2016-07-27","AP602",27
"T38","2012-07-22","AP972",17
"T10","2016-10-11","AP143",10
"T38","1991-01-06","AP539",63
"T2","2013-07-25","AP891",1
"T11","2003-09-22","AP618",11
"T18","2002-12-17","AP94",8
"T11","1994-02-07","AP268",35
"T39","2011-08-10","AP560",28
"T31","2003-07-06","AP14",30
"T28","2003-07-04","AP834",24
"T3","2019-03-30","AP401",11
"T26","2014-01-27","AP630",78
"T18","2018-02-21","AP591",118
"T2","2016-12-20","AP83",22
"T37","1995-06-12","AP942",10
"T42","1996-05-06","AP807",11
"T48","2013-06-06","AP727",65
"T32","2005-11-20","AP365",234
"T11","2016-08-12","AP968",34
"T8","1995-09-13","AP159",71
"T44","2018-02-05","AP797",23
"T29","1992-04-27","AP137",66
"T4","2007-03-27","AP294",5
"T13","2020-01-21","AP422",7
"T13","2007-05-23","AP21",34
"T5","2011-04-15","AP705",7
"T23","2020-01-17","AP408",24
"T10","2009-03-16","AP598",56
"T25","1993-12-14","AP545",14
"T10","2012-09-30","AP698",121
"T4","1998-03-19","AP859",32
"T11","2005-02-14","AP572",180
"T12","2002-03-17","AP345",35
"T4","2012-11-28","AP285",7
"T6","2016-07-09","AP794",96
"T32","1992-04-27","AP940",15
"T12","1990-02-17","AP684",120
"T21","1991-11-26","AP169",23
"T40","2011-10-15","AP370",6
"T45","2020-06-09","AP194",20
"T24","1992-03-09","AP809",68
"T12","2009-12-05","AP238",17
"T17","1999-08-04","AP814",23
"T17","1995-09-28","AP539",98
"T33","2012-01-26","AP868",50
"T49","2007-08-02","AP184",5
"T28","2020-05-13","AP488",1
"T46","2012-08-03","AP699",54
"T46","2002-03-15","AP497",17
"T47","1996-06-23","AP259",28
"T43","1998-03-21","AP885",27
"T8","1992-04-01","AP539",80
"T19","1996-11-24","AP481",66
"T15","2015-10-11","AP481",120
"T11","2007-04-29","AP95",68
"T7","2002-07-19","AP236",77
"T37","2007-03-09","AP591",123
"T21","1999-07-02","AP596",5
"T33","2007-11-12","AP667",5
"T35","1998-04-13","AP701",24
"T1","2016-11-11","AP398",118
"T1","2016-09-04","AP466",34
"T3","2015-01-05","AP864",246
"T5","1991-03-28","AP381",55
"T45","2012-06-16","AP537",149
"T43","2001-02-20","AP732",11
"T3","1999-03-12","AP153",79
"T41","1992-06-19","AP335",29
"T9","2018-05-13","AP719",1
"T9","2010-06-16","AP529",41
"T48","1998-04-26","AP684",186
"T31","1999-07-26","AP783",67
"T30","2008-08-09","AP974",78
"T9","2012-01-27","AP715",6
"T20","2016-06-08","AP686",22
"T47","2004-04-09","AP135",11
"T31","2011-05-28","AP472",78
"T17","2017-03-08","AP942",21
"T26","2014-06-17","AP603",18
"T10","2008-01-21","AP823",18
"T47","1996-10-10","AP246",7
"T5","2015-04-28","AP819",32
"T46","2007-07-25","AP315",21
"T9","2007-03-23","AP111",15
"T22","2010-04-27","AP410",21
"T30","1999-01-30","AP347",3
"T37","2005-05-20","AP331",54
"T33","1998-01-08","AP246",44
"T19","2005-03-22","AP982",31
"T8","1997-01-17","AP748",342
"T35","2012-04-06","AP673",110
"T4","2003-06-18","AP282",15
"T30","2014-03-22","AP158",34
"T29","2006-07-05","AP10",27
"T31","2005-05-16","AP457",16
"T4","2017-08-15","AP198",7
"T49","1996-06-01","AP316",10
"T48","2014-07-23","AP71",28
"T23","1992-06-16","AP768",10
"T36","1997-07-11","AP838",5
"T27","2010-08-23","AP838",66
"T2","1993-04-28","AP964",11
"T1","2000-07-10","AP323",40
"T37","2019-01-05","AP302",7
"T19","2013-10-23","AP147",1
"T38","1991-05-16","AP690",11
"T25","2018-06-04","AP658",85
"T3","2009-09-20","AP952",25
"T41","2019-04-07","AP158",182
"T50","1999-06-13","AP621",29
"T18","2008-12-20","AP360",24
"T23","1999-06-18","AP79",17
"T24","2003-11-11","AP573",19
"T19","1990-02-03","AP954",94
"T12","2019-06-23","AP430",470
"T33","2012-03-06","AP263",15
"T15","1999-09-22","AP601",34
"T48","1994-09-01","AP552",41
"T49","2011-07-30","AP425",110
"T19","2005-03-20","AP449",1
"T22","2000-05-13","AP889",37
"T21","2009-06-04","AP615",30
"T9","2007-02-12","AP355",143
"T23","2020-11-12","AP641",1
"T10","1992-06-18","AP641",12
"T3","2015-07-06","AP826",77
"T24","2013-11-03","AP496",6
"T25","2006-08-22","AP864",271
"T38","1998-02-03","AP81",87
"T48","2005-02-23","AP661",160
"T27","1991-07-02","AP690",77
"T46","1991-11-05","AP263",15
"T35","2009-04-25","AP15",35
"T22","2006-10-29","AP142",92
"T5","2019-12-10","AP607",76
"T48","2014-02-10","AP788",74
"T5","2008-02-23","AP282",30
"T40","2016-03-03","AP201",24
"T37","2003-03-14","AP686",22
"T13","2014-07-07","AP349",42
"T36","2013-03-13","AP846",35
"T1","2003-03-24","AP718",107
"T36","2016-10-04","AP970",23
"T8","1991-03-01","AP117",22
"T26","1994-08-29","AP788",5
"T43","2010-02-04","AP840",116
"T3","1994-02-02","AP705",19
"T3","1993-03-20","AP913",9
"T22","2014-05-07","AP905",198
"T30","2005-01-15","AP942",24
"T31","1994-07-15","AP900",10
"T1","2015-02-19","AP520",90
"T20","2008-11-05","AP760",8
"T16","1991-01-20","AP66",113
"T19","1994-06-22","AP111",26
"T39","1999-01-11","AP370",62
"T14","2014-12-12","AP956",228
"T24","2013-08-30","AP929",115
"T29","2002-07-04","AP158",50
"T14","2015-10-21","AP122",63
"T5","2004-04-15","AP642",23
"T5","2013-06-16","AP509",9
"T48","1998-02-02","AP894",52
"T2","2010-05-25","AP102",61
"T19","1991-11-22","AP359",54
"T21","1991-06-29","AP929",112
"T21","2018-07-24","AP859",22
"T31","2003-12-28","AP525",55
"T39","2014-02-27","AP72",17
"T27","1999-12-12","AP905",13
"T39","1990-11-30","AP161",39
"T44","1998-10-07","AP61",17
"T32","2018-12-18","AP855",19
"T27","1991-03-21","AP436",105
"T32","1997-08-30","AP613",8
"T32","2000-12-31","AP539",34
"T32","1994-11-01","AP894",42
"T43","2012-08-26","AP102",37
"T23","1995-06-24","AP708",37
"T44","2014-07-30","AP897",55
"T9","2006-10-31","AP370",38
"T13","2005-01-06","AP167",9
"T1","1995-03-24","AP603",27
"T35","2010-01-07","AP887",6
"T49","2008-06-01","AP692",14
"T21","1995-02-23","AP150",8
"T45","2007-07-05","AP593",73
"T43","1990-04-08","AP361",47
"T5","1996-02-29","AP290",28
"T30","2003-12-02","AP478",127
"T11","1996-07-03","AP187",144
"T46","2000-01-11","AP336",171
"T44","2016-12-21","AP259",46
"T19","2005-12-29","AP941",16
"T16","1992-09-17","AP959",139
"T33","2017-04-19","AP710",24
"T16","2009-03-11","AP487",77
"T26","2000-02-16","AP65",32
"T14","2015-05-31","AP723",63
"T24","1998-10-18","AP29",10
"T42","2011-08-01","AP636",31
"T25","2015-04-22","AP84",171
"T46","2012-07-04","AP968",127
"T19","2018-06-07","AP676",111
"T31","1991-06-19","AP604",72
"T8","2004-12-08","AP274",17
"T22","2016-07-18","AP293",16
"T26","2006-05-03","AP682",33
"T6","2008-03-28","AP171",128
"T39","1999-06-14","AP560",64
"T46","2009-08-02","AP438",159
"T10","1994-11-19","AP177",15
"T44","2003-06-25","AP453",11
"T3","2018-03-10","AP579",50
"T46","1992-01-30","AP147",12
"T30","1990-09-12","AP165",7
"T7","1995-02-28","AP262",43
"T17","1994-04-26","AP316",102
"T15","1998-05-14","AP479",73
"T26","2011-02-27","AP557",2
"T50","2013-10-07","AP513",140
"T5","2003-03-19","AP999",5
"T29","2015-04-17","AP790",54
"T45","2012-09-12","AP273",23
"T4","1996-09-03","AP215",105
"T6","2015-08-09","AP607",103
"T49","2013-04-27","AP430",254
"T16","1995-06-27","AP283",3
"T11","2003-08-29","AP377",76
"T23","2017-03-20","AP180",6
"T2","1995-12-25","AP219",25
"T5","1998-10-10","AP449",119
"T43","2001-08-20","AP725",88
"T11","1999-09-08","AP52",6
"T20","2006-09-17","AP958",18
"T10","2010-08-20","AP643",16
"T14","2004-01-23","AP469",13
"T15","2012-06-09","AP905",80
"T7","2006-11-22","AP205",48
"T28","2013-01-03","AP171",64
"T14","2020-02-22","AP575",128
"T41","2001-01-26","AP569",4
"T19","2014-12-02","AP373",40
"T38","1995-01-26","AP378",23
"T35","2001-04-14","AP238",23
"T45","2017-01-25","AP77",45
"T12","2006-03-12","AP973",12
"T4","1996-03-18","AP115",81
"T6","2019-07-15","AP649",40
"T40","2008-08-28","AP501",110
"T34","2014-07-21","AP911",24
"T4","2018-12-30","AP822",21
"T24","2008-07-12","AP442",27
"T12","2019-01-23","AP260",105
"T19","2015-08-06","AP305",24
"T37","2001-09-26","AP909",10
"T49","2019-04-19","AP230",243
"T22","2006-07-25","AP817",117
"T50","2008-11-05","AP567",14
"T44","1995-03-10","AP875",171
"T13","2005-03-27","AP215",9
"T2","2013-07-18","AP708",34
"T44","2019-02-25","AP35",5
"T44","2010-07-12","AP324",65
"T19","1993-10-13","AP990",7
"T5","2018-06-14","AP817",13
"T36","2006-08-13","AP794",49
"T14","1990-05-17","AP882",26
"T48","1992-06-09","AP159",5
"T49","2009-09-13","AP942",14
"T23","2003-10-18","AP105",373
"T45","2001-10-31","AP316",120
"T44","2010-04-21","AP619",46
"T43","2018-03-13","AP76",32
"T6","2019-02-08","AP112",21
"T6","2015-01-23","AP562",151
"T7","1990-10-17","AP483",22
"T21","2008-07-22","AP35",8
"T28","2017-05-14","AP764",28
"T24","2008-02-04","AP881",222
"T1","2005-01-21","AP476",22
"T36","1997-09-21","AP105",124
"T43","1990-01-22","AP701",7
"T42","2020-06-19","AP974",46
"T14","2012-01-20","AP967",47
"T46","2000-11-27","AP995",61
"T40","2004-03-04","AP730",18
"T29","2000-04-24","AP850",112
"T35","2014-05-08","AP805",73
"T27","1993-01-03","AP281",47
"T10","2014-06-22","AP235",43
"T13","1991-03-01","AP675",21
"T34","2011-09-16","AP11",209
"T9","2002-04-16","AP908",159
"T5","2013-05-29","AP792",23
"T4","2008-05-22","AP1",4
"T7","1994-10-06","AP21",30
"T2","1995-02-07","AP521",16
"T3","2016-09-06","AP20",12
"T24","2010-10-17","AP243",2
"T10","2006-02-10","AP286",15
"T33","2008-12-23","AP161",13
"T1","2013-03-21","AP790",158
"T25","2015-07-07","AP254",72
"T11","2018-03-05","AP529",90
"T29","1995-03-21","AP105",78
"T12","1993-06-14","AP354",123
"T3","2017-06-07","AP634",89
"T10","1998-11-24","AP864",230
"T9","2014-07-30","AP474",7
"T48","2012-05-05","AP45",22
"T21","2003-12-19","AP469",38
"T48","2007-09-19","AP228",29
"T3","2011-02-25","AP42",8
"T26","2020-03-04","AP804",23
"T38","2007-01-18","AP501",104
"T32","2015-12-14","AP258",114
"T45","2006-01-31","AP871",11
"T25","1992-04-26","AP437",106
"T16","2005-03-22","AP572",135
"T42","2010-08-21","AP11",68
"T35","1991-08-01","AP379",4
"T33","1999-11-15","AP131",208
"T33","1999-07-15","AP276",19
"T18","1993-10-15","AP294",26
"T41","1998-12-07","AP285",12
"T26","2013-07-31","AP544",9
"T27","2017-01-13","AP739",57
"T24","1993-11-30","AP448",136
"T2","2006-02-14","AP492",37
"T17","1992-02-05","AP838",54
"T35","2000-03-16","AP496",41
"T46","1992-06-19","AP585",4
"T24","1994-10-05","AP570",24
"T14","2005-12-28","AP714",41
"T42","1993-04-06","AP144",95
"T43","1994-01-25","AP946",41
"T44","1993-11-01","AP167",54
"T3","2005-09-05","AP471",73
"T50","2017-08-22","AP680",135
"T50","2019-11-24","AP876",67
"T48","2001-02-15","AP881",51
"T42","1996-10-15","AP855",12
"T12","2018-06-26","AP913",42
"T15","2017-10-26","AP274",35
"T8","2016-09-12","AP34",26
"T40","2016-02-02","AP556",43
"T13","2010-05-21","AP781",294
"T6","1993-11-28","AP816",95
"T40","1998-01-09","AP790",119
"T7","2005-12-23","AP827",170
"T44","1992-01-31","AP230",45
"T15","2012-06-11","AP831",15
"T37","1992-02-19","AP885",27
"T3","2012-11-14","AP733",41
"T27","2017-03-27","AP507",3
"T41","2018-03-12","AP706",115
"T5","2016-06-11","AP110",12
"T18","2006-04-08","AP807",169
"T14","2009-08-22","AP329",36
"T9","2019-03-30","AP83",15
"T1","1999-09-13","AP345",38
"T23","2010-06-19","AP639",115
"T30","2014-08-25","AP635",51
"T7","2012-02-03","AP171",4
"T45","2007-01-14","AP116",2
"T40","1990-12-27","AP29",13
"T27","2010-01-13","AP18",19
"T8","2018-01-21","AP147",24
"T18","2006-03-03","AP621",23
"T28","1997-06-16","AP467",54
"T45","1991-07-10","AP342",39
"T29","2003-08-09","AP424",38
"T21","2000-12-19","AP215",56
"T7","2006-08-14","AP854",29
"T38","2006-04-29","AP294",12
"T50","2005-06-30","AP807",33
"T24","1997-05-25","AP113",9
"T7","2000-10-03","AP147",32
"T24","1992-01-18","AP52",5
"T19","1991-07-29","AP961",47
"T28","1992-01-18","AP338",120
"T9","1990-04-08","AP291",93
"T39","2014-12-19","AP730",25
"T48","2002-03-12","AP130",5
"T33","2018-01-11","AP62",51
"T46","2014-12-13","AP167",14
"T31","1998-06-30","AP950",20
"T32","2013-02-15","AP35",17
"T18","2006-01-06","AP423",8
"T39","2017-12-31","AP398",105
"T46","1992-05-22","AP614",2
"T24","2014-08-08","AP969",18
"T3","1990-12-07","AP869",75
"T11","1992-12-24","AP192",6
"T15","2009-11-28","AP587",187
"T14","1995-09-10","AP475",32
"T44","2018-12-24","AP198",12
"T50","2003-11-03","AP957",28
"T45","2000-03-07","AP846",42
"T46","1990-10-05","AP180",19
"T34","2019-05-28","AP70",73
"T8","2016-06-26","AP876",66
"T29","2000-08-09","AP96",88
"T14","1994-11-26","AP465",9
"T3","2011-01-14","AP327",64
"T12","2005-09-21","AP923",16
"T19","1995-12-06","AP595",14
"T9","2004-08-25","AP165",26
"T48","1997-10-05","AP32",14
"T22","2012-06-12","AP355",168
"T8","1991-04-13","AP23",27
"T19","2009-08-24","AP732",25
"T33","2017-03-17","AP308",202
"T3","2020-01-09","AP170",53
"T6","2008-09-24","AP674",148
"T49","2007-02-15","AP196",16
