"nome","citta","nazione","codice"
"'Manokotak Airport'","'Manokotak'","'United States'","'KMO'"
"'Chalkyitsik Airport'","'Chalkyitsik'","'United States'","'CIK'"
"'Eagle Airport'","'Eagle'","'United States'","'EAA'"
"'Hughes Airport'","'Hughes'","'United States'","'HUS'"
"'Huslia Airport'","'Huslia'","'United States'","'HSL'"
"'Nulato Airport'","'Nulato'","'United States'","'NUL'"
"'Venetie Airport'","'Venetie'","'United States'","'VEE'"
"'Beaver Airport'","'Beaver'","'United States'","'WBQ'"
"'Central Airport'","'Central'","'United States'","'CEM'"
"'Shungnak Airport'","'Shungnak'","'United States'","'SHG'"
"'Inyokern Airport'","'Inyokern'","'United States'","'IYK'"
"'Visalia Municipal Airport'","'Visalia'","'United States'","'VIS'"
"'Merced Regional Macready Field'","'Merced'","'United States'","'MCE'"
"'Laguna de Los Patos International Airport'","'Colonia'","'Uruguay'","'CYR'"
"'Amarais Airport'","'Campinas'","'Brazil'","'CPQ'"
"'Phoenix Goodyear Airport'","'Goodyear'","'United States'","'GYR'"
"'Toowoomba Airport'","'Toowoomba'","'Australia'","'TWB'"
"'Ballera Airport'","'Ballera'","'Australia'","'BBL'"
"'Arkalyk North Airport'","'Arkalyk'","'Kazakhstan'","'AYK'"
"'Angoon Seaplane Base'","'Angoon'","'United States'","'AGN'"
"'Elfin Cove Seaplane Base'","'Elfin Cove'","'United States'","'ELV'"
"'Funter Bay Seaplane Base'","'Funter Bay'","'United States'","'FNR'"
"'Hoonah Airport'","'Hoonah'","'United States'","'HNH'"
"'Metlakatla Seaplane Base'","'Metakatla'","'United States'","'MTM'"
"'Hydaburg Seaplane Base'","'Hydaburg'","'United States'","'HYG'"
"'Egegik Airport'","'Egegik'","'United States'","'EGX'"
"'Perryville Airport'","'Perryville'","'United States'","'KPV'"
"'Pilot Point Airport'","'Pilot Point'","'United States'","'PIP'"
"'South Naknek Nr 2 Airport'","'South Naknek'","'United States'","'WSN'"
"'Akhiok Airport'","'Akhiok'","'United States'","'AKK'"
"'Karluk Airport'","'Karluk'","'United States'","'KYK'"
"'Larsen Bay Airport'","'Larsen Bay'","'United States'","'KLN'"
"'Ambler Airport'","'Ambler'","'United States'","'ABL'"
"'Buckland Airport'","'Buckland'","'United States'","'BKC'"
"'Bob Baker Memorial Airport'","'Kiana'","'United States'","'IAN'"
"'Kobuk Airport'","'Kobuk'","'United States'","'OBU'"
"'Robert (Bob) Curtis Memorial Airport'","'Noorvik'","'United States'","'ORV'"
"'Selawik Airport'","'Selawik'","'United States'","'WLK'"
"'Brevig Mission Airport'","'Brevig Mission'","'United States'","'KTS'"
"'Elim Airport'","'Elim'","'United States'","'ELI'"
"'Golovin Airport'","'Golovin'","'United States'","'GLV'"
"'Teller Airport'","'Teller'","'United States'","'TLA'"
"'Wales Airport'","'Wales'","'United States'","'WAA'"
"'White Mountain Airport'","'White Mountain'","'United States'","'WMO'"
"'Koyuk Alfred Adams Airport'","'Koyuk'","'United States'","'KKA'"
"'St Michael Airport'","'St. Michael'","'United States'","'SMK'"
"'Shaktoolik Airport'","'Shaktoolik'","'United States'","'SKK'"
"'Tin City Long Range Radar Station Airport'","'Tin City'","'United States'","'TNC'"
"'Atka Airport'","'Atka'","'United States'","'AKB'"
"'Nikolski Air Station'","'Nikolski'","'United States'","'IKO'"
"'Yakataga Airport'","'Yakataga'","'United States'","'CYT'"
"'Alakanuk Airport'","'Alakanuk'","'United States'","'AUK'"
"'Kipnuk Airport'","'Kipnuk'","'United States'","'KPN'"
"'False Pass Airport'","'False Pass'","'United States'","'KFP'"
"'Nelson Lagoon Airport'","'Nelson Lagoon'","'United States'","'NLG'"
"'Port Moller Airport'","'Cold Bay'","'United States'","'PML'"
"'Klawock Airport'","'Klawock'","'United States'","'KLW'"
"'Quinhagak Airport'","'Quinhagak'","'United States'","'KWN'"
"'Kotlik Airport'","'Kotlik'","'United States'","'KOT'"
"'Koyukuk Airport'","'Koyukuk'","'United States'","'KYU'"
"'Scammon Bay Airport'","'Scammon Bay'","'United States'","'SCM'"
"'Nondalton Airport'","'Nondalton'","'United States'","'NNL'"
"'Kongiganak Airport'","'Kongiganak'","'United States'","'KKH'"
"'Nikolai Airport'","'Nikolai'","'United States'","'NIB'"
"'Akiak Airport'","'Akiak'","'United States'","'AKI'"
"'Wainwright Airport'","'Wainwright'","'United States'","'AIN'"
"'Zapala Airport'","'ZAPALA'","'Argentina'","'APZ'"
"'Rincon De Los Sauces Airport'","'Rincon de los Sauces'","'Argentina'","'RDS'"
"'Tte. Julio Gallardo Airport'","'Puerto Natales'","'Chile'","'PNT'"
"'Sierra Grande Airport'","'Sierra Grande'","'Argentina'","'SGV'"
"'Cabo F.A.A. H. R. Bordón Airport'","'Ingeniero Jacobacci'","'Argentina'","'IGB'"
"'Chenega Bay Airport'","'Chenega'","'United States'","'NCN'"
"'Tok Junction Airport'","'Tok'","'United States'","'TKJ'"
"'Circle City /New/ Airport'","'Circle'","'United States'","'IRC'"
"'Sleetmute Airport'","'Sleetmute'","'United States'","'SLQ'"
"'Minchumina Airport'","'Lake Minchumina'","'United States'","'LMA'"
"'Manley Hot Springs Airport'","'Manley Hot Springs'","'United States'","'MLY'"
"'Natuashish Airport'","'Natuashish'","'Canada'","'YNP'"
"'Postville Airport'","'Postville'","'Canada'","'YSO'"
"'Kangiqsujuaq (Wakeham Bay) Airport'","'Kangiqsujuaq'","'Canada'","'YWB'"
"'Alma Airport'","'Alma'","'Canada'","'YTF'"
"'Havre St Pierre Airport'","'Havre-Saint-Pierre'","'Canada'","'YGV'"
"'Rimouski Airport'","'Rimouski'","'Canada'","'YXK'"
"'Tadoule Lake Airport'","'Tadoule Lake'","'Canada'","'XTL'"
"'Lac Brochet Airport'","'Lac Brochet'","'Canada'","'XLB'"
"'South Indian Lake Airport'","'South Indian Lake'","'Canada'","'XSI'"
"'Brochet Airport'","'Brochet'","'Canada'","'YBT'"
"'Little Grand Rapids Airport'","'Little Grand Rapids'","'Canada'","'ZGR'"
"'Cross Lake (Charlie Sinclair Memorial) Airport'","'Cross Lake'","'Canada'","'YCR'"
"'Red Sucker Lake Airport'","'Red Sucker Lake'","'Canada'","'YRS'"
"'Rainbow Lake Airport'","'Rainbow Lake'","'Canada'","'YOP'"
"'Bonnyville Airport'","'Bonnyville'","'Canada'","'YBY'"
"'Nanaimo Harbour Water Airport'","'Nanaimo'","'Canada'","'ZNA'"
"'Ganges Seaplane Base'","'Ganges'","'Canada'","'YGG'"
"'Boundary Bay Airport'","'Boundary Bay'","'Canada'","'YDT'"
"'Langley Airport'","'Langley Township'","'Canada'","'YLY'"
"'Wekweètì Airport'","'Wekweeti'","'Canada'","'YFJ'"
"'Corn Island'","'Corn Island'","'Nicaragua'","'RNI'"
"'San Pedro Airport'","'Bonanza'","'Nicaragua'","'BZA'"
"'Rosita Airport'","'Rosita'","'Nicaragua'","'RFS'"
"'Siuna'","'Siuna'","'Nicaragua'","'SIU'"
"'Waspam Airport'","'Waspam'","'Nicaragua'","'WSP'"
"'San Carlos'","'San Carlos'","'Nicaragua'","'NCR'"
"'Playa Samara/Carrillo Airport'","'Carrillo'","'Costa Rica'","'PLD'"
"'Constanza - Expedición 14 de Junio National Airport'","'Constanza'","'Dominican Republic'","'COZ'"
"'Negril Airport'","'Negril'","'Jamaica'","'NEG'"
"'José Aponte de la Torre Airport'","'Ceiba'","'Puerto Rico'","'NRR'"
"'Charlotte Amalie Harbor Seaplane Base'","'Charlotte Amalie'","'Virgin Islands'","'SPB'"
"'D. Casimiro Szlapelis Airport'","'Alto Rio Senguer'","'Argentina'","'ARR'"
"'Jose De San Martin Airport'","'Jose de San Martin'","'Argentina'","'JSM'"
"'Uyuni Airport'","'Uyuni'","'Bolivia'","'UYU'"
"'Rurenabaque Airport'","'Rerrenabaque'","'Bolivia'","'RBQ'"
"'Abaiang Airport'","'Abaiang Atoll'","'Kiribati'","'ABF'"
"'Albina Airport'","'Albina'","'Suriname'","'ABN'"
"'Drietabbetje Airport'","'Drietabbetje'","'Suriname'","'DRJ'"
"'Moengo Airstrip'","'Moengo'","'Suriname'","'MOJ'"
"'Nieuw Nickerie Airport'","'Nieuw Nickerie'","'Suriname'","'ICK'"
"'Vincent Fayks Airport'","'Paloemeu'","'Suriname'","'OEM'"
"'Stoelmanseiland Airport'","'Stoelmans Eiland'","'Suriname'","'SMZ'"
"'Totness Airport'","'Totness'","'Suriname'","'TOT'"
"'Wageningen Airstrip'","'Wageningen'","'Suriname'","'AGI'"
"'Orinduik Airport'","'Orinduik'","'Guyana'","'ORJ'"
"'Annai Airport'","'Annai'","'Guyana'","'NAI'"
"'Imbaimadai Airport'","'Imbaimadai'","'Guyana'","'IMB'"
"'Kamarang Airport'","'Kamarang'","'Guyana'","'KAR'"
"'Mabaruma Airport'","'Mabaruma'","'Guyana'","'USI'"
"'Mahdia Airport'","'Mahdia'","'Guyana'","'MHA'"
"'Dr Augusto Roberto Fuster International Airport'","'Pedro Juan Caballero'","'Paraguay'","'PJC'"
"'Alcides Fernández Airport'","'Acandi'","'Colombia'","'ACD'"
"'Los Colonizadores Airport'","'Saravena'","'Colombia'","'RVE'"
"'Batagay Airport'","'Batagay'","'Russia'","'BQJ'"
"'Villa Garzón Airport'","'Villa Garzon'","'Colombia'","'VGZ'"
"'El Bagre Airport'","'El Bagre'","'Colombia'","'EBG'"
"'Juan H White Airport'","'Caucasia'","'Colombia'","'CAQ'"
"'Mandinga Airport'","'Condoto'","'Colombia'","'COG'"
"'Golfo de Morrosquillo Airport'","'Tolu'","'Colombia'","'TLU'"
"'Cabo Frio Airport'","'Cabo Frio'","'Brazil'","'CFB'"
"'Presidente João Batista Figueiredo Airport'","'Sinop'","'Brazil'","'OPS'"
"'Gurupi Airport'","'Gurupi'","'Brazil'","'GRP'"
"'Santana do Araguaia Airport'","'Santana do Araguaia'","'Brazil'","'CMP'"
"'Breves Airport'","'Breves'","'Brazil'","'BVS'"
"'Soure Airport'","'Soure'","'Brazil'","'SFK'"
"'Parintins Airport'","'Parintins'","'Brazil'","'PIN'"
"'Barreiras Airport'","'Barreiras'","'Brazil'","'BRA'"
"'Santa Terezinha Airport'","'Santa Terezinha'","'Brazil'","'STZ'"
"'Minaçu Airport'","'Minacu'","'Brazil'","'MQH'"
"'Araguaína Airport'","'Araguaina'","'Brazil'","'AUX'"
"'Novo Aripuanã Airport'","'Novo Aripuana'","'Brazil'","'NVP'"
"'Tenente Lund Pressoto Airport'","'Franca'","'Brazil'","'FRC'"
"'Dourados Airport'","'Dourados'","'Brazil'","'DOU'"
"'Lábrea Airport'","'Labrea'","'Brazil'","'LBR'"
"'Maestro Marinho Franco Airport'","'Rondonopolis'","'Brazil'","'ROO'"
"'Tancredo Thomas de Faria Airport'","'Guarapuava'","'Brazil'","'GPB'"
"'Santa Terezinha Airport'","'Joacaba'","'Brazil'","'JCB'"
"'General Leite de Castro Airport'","'Rio Verde'","'Brazil'","'RVD'"
"'Romeu Zema Airport'","'Araxa'","'Brazil'","'AAX'"
"'Maués Airport'","'Maues'","'Brazil'","'MBZ'"
"'Borba Airport'","'Borba'","'Brazil'","'RBB'"
"'Coari Airport'","'Coari'","'Brazil'","'CIZ'"
"'Barcelos Airport'","'Barcelos'","'Brazil'","'BAZ'"
"'Diamantino Airport'","'Diamantino'","'Brazil'","'DMT'"
"'Guanambi Airport'","'Guanambi'","'Brazil'","'GNM'"
"'Tsletsi Airport'","'Djelfa'","'Algeria'","'QDJ'"
"'Nzagi Airport'","'Nzagi'","'Angola'","'NZA'"
"'Lucapa Airport'","'Lucapa'","'Angola'","'LBZ'"
"'Capanda Airport'","'Kapanda'","'Angola'","'KNP'"
"'Am Timan Airport'","'Am Timan'","'Chad'","'AMC'"
"'Shark El Oweinat International Airport'","'Sharq Al-Owainat'","'Egypt'","'GSQ'"
"'Eastern WV Regional Airport/Shepherd Field'","'Martinsburg'","'United States'","'MRB'"
"'Awassa Airport'","'Awasa'","'Ethiopia'","'AWA'"
"'Wilwal International Airport'","'Jijiga'","'Ethiopia'","'JIJ'"
"'Mekane Selam Airport'","'Mekane Selam'","'Ethiopia'","'MKS'"
"'Debra Marcos Airport'","'Debre Marqos'","'Ethiopia'","'DBM'"
"'Debre Tabor Airport'","'Debre Tabor'","'Ethiopia'","'DBT'"
"'Harar Meda Airport'","'Debre Zeyit'","'Ethiopia'","'QHR'"
"'Robe Airport'","'Goba'","'Ethiopia'","'GOB'"
"'Mayumba Airport'","'Mayumba'","'Gabon'","'MYB'"
"'Mara Serena Lodge Airstrip'","'Masai Mara'","'Kenya'","'MRE'"
"'Mulika Lodge Airport'","'Meru National Park'","'Kenya'","'JJM'"
"'Rumbek Airport'","'Rumbek'","'Sudan'","'RBX'"
"'Cape Palmas Airport'","'Greenville'","'Liberia'","'CPA'"
"'Inhaca Airport'","'Inhaca'","'Mozambique'","'IHC'"
"'Ouro Sogui Airport'","'Matam'","'Senegal'","'MAX'"
"'Bird Island Airport'","'Bird Island'","'Seychelles'","'BDI'"
"'Wadi Halfa Airport'","'Wadi Halfa'","'Sudan'","'WHF'"
"'Enfidha - Hammamet International Airport'","'Enfidha'","'Tunisia'","'NBE'"
"'Hatay Airport'","'Hatay'","'Turkey'","'HTY'"
"'Raivavae Airport'","'Raivavae'","'French Polynesia'","'RVV'"
"'Foshan Shadi Airport'","'Foshan'","'China'","'FUO'"
"'Huizhou Airport'","'Huizhou'","'China'","'HUZ'"
"'Lleida-Alguaire Airport'","'Lleida'","'Spain'","'ILD'"
"'Bildudalur Airport'","'Bildudalur'","'Iceland'","'BIU'"
"'Gjögur Airport'","'Gjogur'","'Iceland'","'GJR'"
"'Sauðárkrókur Airport'","'Saudarkrokur'","'Iceland'","'SAK'"
"'Inishmaan Aerodrome'","'Inishmaan'","'Ireland'","'IIA'"
"'Ulgii Mongolei Airport'","'Olgii'","'Mongolia'","'ULG'"
"'Qurghonteppa International Airport'","'Kurgan Tyube'","'Tajikistan'","'KQT'"
"'Vologda Airport'","'Vologda'","'Russia'","'VGD'"
"'Olenyok Airport'","'Olenyok'","'Russia'","'ONK'"
"'Saskylakh Airport'","'Saskylakh'","'Russia'","'SYS'"
"'Leshukonskoye Airport'","'Arkhangelsk'","'Russia'","'LDG'"
"'Huesca/Pirineos Airport'","'Huesca'","'Spain'","'HSK'"
"'Ciudad Real Central Airport'","'Ciudad Real'","'Spain'","'CQM'"
"'Al Najaf International Airport'","'Najaf'","'Iraq'","'NJF'"
"'Colonsay Airstrip'","'Colonsay'","'United Kingdom'","'CSA'"
"'Rock Hill - York County Airport'","'Rock Hill'","'United States'","'RKH'"
"'Allegheny County Airport'","'Pittsburgh'","'United States'","'AGC'"
"'Cecil Airport'","'Jacksonville'","'United States'","'VQQ'"
"'Fulton County Airport Brown Field'","'Atlanta'","'United States'","'FTY'"
"'Tarin Kowt Airport'","'Tarin Kowt'","'Afghanistan'","'TII'"
"'Zaranj Airport'","'Zaranj'","'Afghanistan'","'ZAJ'"
"'Chakcharan Airport'","'Chaghcharan'","'Afghanistan'","'CCN'"
"'Fuyang Xiguan Airport'","'Fuyang'","'China'","'FUG'"
"'Longyan Guanzhishan Airport'","'Longyan'","'China'","'LCX'"
"'Baoshan Yunduan Airport'","'Baoshan'","'China'","'BSD'"
"'Xingyi Airport'","'Xingyi'","'China'","'ACX'"
"'Liping Airport'","'Liping'","'China'","'HZH'"
"'The Ohio State University Airport - Don Scott Field'","'Columbus'","'United States'","'OSU'"
"'Addison Airport'","'Addison'","'United States'","'ADS'"
"'Destin Executive Airport'","'Destin'","'United States'","'DSI'"
"'Kherson International Airport'","'Kherson'","'Ukraine'","'KHE'"
"'Ryan\'s Creek Aerodrome'","'Stewart Island'","'New Zealand'","'SZS'"
"'Zhijiang Airport'","'Zhijiang'","'China'","'HJJ'"
"'Yarmouth Airport'","'Yarmouth'","'Canada'","'YQI'"
"'Kinston Regional Jetport At Stallings Field'","'Kinston'","'United States'","'ISO'"
"'First Flight Airport'","'Kill Devil Hills'","'United States'","'FFA'"
"'Lintsang Airfield'","'Lincang'","'China'","'LNJ'"
"'Carajás Airport'","'Parauapebas'","'Brazil'","'CKS'"
"'Tarempa Airport'","'Anambas Islands'","'Indonesia'","'MWK'"
"'Persian Gulf International Airport'","'Khalije Fars'","'Iran'","'PGU'"
"'Yasouj Airport'","'Yasuj'","'Iran'","'YES'"
"'Mosul International Airport'","'Mosul'","'Iraq'","'OSM'"
"'Tajima Airport'","'Toyooka'","'Japan'","'TJH'"
"'Amakusa Airport'","'Amakusa'","'Japan'","'AXJ'"
"'Kikai Airport'","'Kikai'","'Japan'","'KKX'"
"'Aguni Airport'","'Aguni'","'Japan'","'AGJ'"
"'Donoi Airport'","'Uliastai'","'Mongolia'","'ULZ'"
"'Bulgan Airport'","'Bulgan'","'Mongolia'","'UGA'"
"'Ulaangom Airport'","'Ulaangom'","'Mongolia'","'ULO'"
"'Lubang Airport'","'Lubang'","'Philippines'","'LBX'"
"'Kulob Airport'","'Kulyab'","'Tajikistan'","'TJU'"
"'Chi Mei Airport'","'Cimei'","'Taiwan'","'CMJ'"
"'Daşoguz Airport'","'Dasoguz'","'Turkmenistan'","'TAZ'"
"'Barrow Island Airport'","'Barrow Island'","'Australia'","'BWB'"
"'Derby Airport'","'Derby'","'Australia'","'DRB'"
"'Walgett Airport'","'Walgett'","'Australia'","'WGE'"
"'Bathurst Island Airport'","'Bathurst Island'","'Australia'","'BRT'"
"'Dunk Island Airport'","'Dunk Island'","'Australia'","'DKI'"
"'Lizard Island Airport'","'Lizard Island'","'Australia'","'LZR'"
"'Hamilton Airport'","'Hamilton'","'Australia'","'HLT'"
"'Halls Creek Airport'","'Halls Creek'","'Australia'","'HCQ'"
"'Fitzroy Crossing Airport'","'Fitzroy Crossing'","'Australia'","'FIZ'"
"'Ravensthorpe Airport'","'Ravensthorpe'","'Australia'","'RVT'"
"'Provo Municipal Airport'","'Provo'","'United States'","'PVU'"
"'Steamboat Springs Bob Adams Field'","'Steamboat Springs'","'United States'","'SBS'"
"'Delta Municipal Airport'","'Delta'","'United States'","'DTA'"
"'Carbon County Regional/Buck Davis Field'","'Price'","'United States'","'PUC'"
"'Los Alamos Airport'","'Los Alamos'","'United States'","'LAM'"
"'Lake Havasu City Airport'","'Lake Havasu City'","'United States'","'HII'"
"'Winslow Lindbergh Regional Airport'","'Winslow'","'United States'","'INW'"
"'Douglas Municipal Airport'","'Douglas'","'United States'","'DGL'"
"'Marakei Airport'","'Marakei'","'Kiribati'","'MZK'"
"'Abemama Atoll Airport'","'Abemama'","'Kiribati'","'AEA'"
"'Buariki Airport'","'Buariki'","'Kiribati'","'AAK'"
"'Kuria Airport'","'Kuria'","'Kiribati'","'KUC'"
"'Arorae Island Airport'","'Arorae'","'Kiribati'","'AIS'"
"'Tamana Island Airport'","'Tamana'","'Kiribati'","'TMN'"
"'Beru Airport'","'Beru Island'","'Kiribati'","'BEZ'"
"'Nikunau Airport'","'Nikunau'","'Kiribati'","'NIG'"
"'Butaritari Atoll Airport'","'Butaritari'","'Kiribati'","'BBG'"
"'Makin Island Airport'","'Makin'","'Kiribati'","'MTK'"
"'Maiana Airport'","'Maiana'","'Kiribati'","'MNK'"
"'Nonouti Airport'","'Nonouti'","'Kiribati'","'NON'"
"'Tabiteuea South Airport'","'Tabiteuea'","'Kiribati'","'TSU'"
"'Whitianga Airport'","'Whitianga'","'New Zealand'","'WTZ'"
"'Takaka Airport'","'Takaka'","'New Zealand'","'KTF'"
"'Afutara Aerodrome'","'Afutara'","'Solomon Islands'","'AFT'"
"'Ulawa Airport'","'Ulawa'","'Solomon Islands'","'RNA'"
"'Choiseul Bay Airport'","'Choiseul Bay'","'Solomon Islands'","'CHY'"
"'Santa Ana Airport'","'Santa Ana'","'Solomon Islands'","'NNB'"
"'Yandina Airport'","'Yandina'","'Solomon Islands'","'XYA'"
"'Batuna Aerodrome'","'Batuna'","'Solomon Islands'","'BPF'"
"'Bartow Municipal Airport'","'Bartow'","'United States'","'BOW'"
"'Fitiuta Airport'","'Fiti\\'uta'","'American Samoa'","'FTI'"
"'Livermore Municipal Airport'","'Livermore'","'United States'","'LVK'"
"'Mariposa Yosemite Airport'","'Mariposa'","'United States'","'RMY'"
"'Grootfontein Airport'","'Grootfontein'","'Namibia'","'GFY'"
"'Rundu Airport'","'Rundu'","'Namibia'","'NDU'"
"'Jacqueline Cochran Regional Airport'","'Palm Springs'","'United States'","'TRM'"
"'Santa Monica Municipal Airport'","'Santa Monica'","'United States'","'SMO'"
"'Bermuda Dunes Airport'","'Palm Springs'","'United States'","'UDD'"
"'Scottsdale Airport'","'Scottsdale'","'United States'","'SCF'"
"'Olympia Regional Airport'","'Olympia'","'United States'","'OLM'"
"'Garfield County Regional Airport'","'Rifle'","'United States'","'RIL'"
"'Shively Field'","'SARATOGA'","'United States'","'SAA'"
"'DeKalb Peachtree Airport'","'Atlanta'","'United States'","'PDK'"
"'Monroe County Airport'","'Bloomington'","'United States'","'BMG'"
"'Witham Field'","'Stuart'","'United States'","'SUA'"
"'Morristown Municipal Airport'","'Morristown'","'United States'","'MMU'"
"'Napa County Airport'","'Napa'","'United States'","'APC'"
"'Brown Field Municipal Airport'","'San Diego'","'United States'","'SDM'"
"'Venice Municipal Airport'","'Venice'","'United States'","'VNC'"
"'Palm Beach County Glades Airport'","'Pahokee'","'United States'","'PHK'"
"'Northwest Florida Beaches International Airport'","'Panama City'","'United States'","'ECP'"
"'San Bernardino International Airport'","'San Bernardino'","'United States'","'SBD'"
"'Valença Airport'","'Valenca'","'Brazil'","'VAL'"
"'Caruaru Airport'","'Caruaru'","'Brazil'","'CAU'"
"'Wake Island Airfield'","'Wake island'","'Wake Island'","'AWK'"
"'Aeroclube Airport'","'Nova Iguacu'","'Brazil'","'QNV'"
"'San Carlos Airport'","'San Carlos'","'United States'","'SQL'"
"'Rocky Mount Wilson Regional Airport'","'Rocky Mount'","'United States'","'RWI'"
"'Soldotna Airport'","'Soldotna'","'United States'","'SXQ'"
"'Gillespie Field'","'El Cajon'","'United States'","'SEE'"
"'Phan Rang Airport'","'Phan Rang'","'Vietnam'","'PHA'"
"'Na-San Airport'","'Son-La'","'Vietnam'","'SQH'"
"'Truckee Tahoe Airport'","'Truckee'","'United States'","'TKF'"
"'Fréjus Airport'","'Frejus'","'France'","'FRJ'"
"'Geelong Airport'","'Geelong'","'Australia'","'GEX'"
"'Mission Field'","'Livingston-Montana'","'United States'","'LVM'"
"'Monument Valley Airport'","'Monument Valley'","'United States'","'GMV'"
"'West 30th St. Heliport'","'New York'","'United States'","'JRA'"
"'Lakeland Linder International Airport'","'Lakeland'","'United States'","'LAL'"
"'Syangboche Airport'","'Syangboche'","'Nepal'","'SYH'"
"'French Valley Airport'","'Murrieta-Temecula'","'United States'","'RBK'"
"'Oristano-Fenosu Airport'","'Oristano'","'Italy'","'FNU'"
"'Mysore Airport'","'Mysore'","'India'","'MYQ'"
"'Dayton-Wright Brothers Airport'","'Dayton'","'United States'","'MGY'"
"'Findlay Airport'","'Findley'","'United States'","'FDY'"
"'Penneshaw Airport'","'Penneshaw'","'Australia'","'PEA'"
"'Emporia Municipal Airport'","'Kempten'","'Germany'","'EMP'"
"'Wycombe Air Park'","'Wycombe'","'United Kingdom'","'HYC'"
"'Bembridge Airport'","'Bembridge'","'United Kingdom'","'BBP'"
"'Black Hills Airport-Clyde Ice Field'","'Spearfish-South Dakota'","'United States'","'SPF'"
"'Oksywie Military Air Base'","'Gdynia'","'Poland'","'QYD'"
"'Olive Branch Airport'","'Olive Branch'","'United States'","'OLV'"
"'Viña del mar Airport'","'Vina del Mar'","'Chile'","'KNA'"
"'Zonguldak Airport'","'Zonguldak'","'Turkey'","'ONQ'"
"'Rocky Mountain Metropolitan Airport'","'Broomfield-CO'","'United States'","'BJC'"
"'Salem Municipal Airport/McNary Field'","'Salem'","'United States'","'SLE'"
"'Tunica Municipal Airport'","'Tunica'","'United States'","'UTM'"
"'Kasaba Bay Airport'","'Kasaba Bay'","'Zambia'","'ZKB'"
"'Hunt Field'","'Lindau'","'Germany'","'LND'"
"'Lawrence J Timmerman Airport'","'Milwaukee'","'United States'","'MWC'"
"'Southern Wisconsin Regional Airport'","'Janesville'","'United States'","'JVL'"
"'Gwinnett County Briscoe Field'","'Lawrenceville'","'United States'","'LZU'"
"'Bowling Green Warren County Regional Airport'","'Bowling Green'","'United States'","'BWG'"
"'Richard Lloyd Jones Jr Airport'","'Tulsa'","'United States'","'RVS'"
"'Al Minhad Air Base'","'Minhad AB'","'United Arab Emirates'","'NHD'"
"'Kirovograd Airport'","'Kirovograd'","'Ukraine'","'KGO'"
"'El Alamein International Airport'","'Dabaa City'","'Egypt'","'DBB'"
"'Bryce Canyon Airport'","'Bryce Canyon'","'United States'","'BCE'"
"'Chkalovskiy Air Base'","'Shchyolkovo'","'Russia'","'CKL'"
"'Tengchong Tuofeng Airport'","'Tengchong'","'China'","'TCZ'"
"'Belbek Airport'","'Sevastopol'","'Ukraine'","'UKS'"
"'Camp Bastion Airport'","'Camp Bastion'","'Afghanistan'","'OAZ'"
"'New Century Aircenter Airport'","'Olathe'","'United States'","'JCI'"
"'Easton Newnam Field'","'Easton'","'United States'","'ESN'"
"'Stafsberg Airport'","'Hamar'","'Norway'","'HMR'"
"'Yuba County Airport'","'Yuba City'","'United States'","'MYV'"
"'Halliburton Field'","'Duncan'","'United States'","'DUC'"
"'Garner Field'","'Uvalde'","'United States'","'UVA'"
"'Lewis University Airport'","'Lockport'","'United States'","'LOT'"
"'Buchanan Field'","'Concord'","'United States'","'CCR'"
"'Ocean Reef Club Airport'","'Ocean Reef Club Airport'","'United States'","'OCA'"
"'Yushu Batang Airport'","'Yushu'","'China'","'YUS'"
"'Lianshui Airport'","'Huai An'","'China'","'HIA'"
"'Toronto/Oshawa Executive Airport'","'Oshawa'","'Canada'","'YOO'"
"'Lahr Airport'","'Lahr'","'Germany'","'LHA'"
"'Monywar Airport'","'Monywa'","'Burma'","'NYW'"
"'Ohio University Snyder Field'","'Athens'","'United States'","'ATO'"
"'Springfield-Beckley Municipal Airport'","'Springfield'","'United States'","'SGH'"
"'Herrera Airport'","'Santo Domingo'","'Dominican Republic'","'HEX'"
"'Cooinda Airport'","'Cooinda'","'Australia'","'CDA'"
"'Jabiru Airport'","'Jabiru'","'Australia'","'JAB'"
"'Hastings Airport'","'Freetown'","'Sierra Leone'","'HGS'"
"'Philip Billard Municipal Airport'","'Topeka'","'United States'","'TOP'"
"'Smyrna Airport'","'Smyrna'","'United States'","'MQY'"
"'Franklin County Airport'","'Sewanee'","'United States'","'UOS'"
"'Ngari Gunsa Airport'","'Shiquanhe'","'China'","'NGQ'"
"'Cochstedt Airport'","'Cochstedt'","'Germany'","'CSO'"
"'Chicago Executive Airport'","'Chicago-Wheeling'","'United States'","'PWK'"
"'Southwest Washington Regional Airport'","'Kelso'","'United States'","'KLS'"
"'Tureia Airport'","'Tureia'","'French Polynesia'","'ZTA'"
"'Puerto Obaldia Airport'","'Puerto Obaldia'","'Panama'","'PUE'"
"'Kerch Airport'","'Kerch'","'Ukraine'","'KHC'"
"'Ukunda Airstrip'","'Ukunda'","'Kenya'","'UKA'"
"'Wilmington Airpark'","'Wilmington'","'United States'","'ILN'"
"'Marana Regional Airport'","'Tucson'","'United States'","'AVW'"
"'Casa Grande Municipal Airport'","'Casa Grande'","'United States'","'CGZ'"
"'Buckeye Municipal Airport'","'Buckeye'","'United States'","'BXK'"
"'McMinn County Airport'","'Athens'","'United States'","'MMI'"
"'Sterling Municipal Airport'","'Sterling'","'United States'","'STK'"
"'Rawlins Municipal Airport/Harvey Field'","'Rawlins'","'United States'","'RWL'"
